PassengerId,Survived,Pclass,SibSp,Parch,Gender,AgeFill,FamilySize,Age*Class
447,1,2,0,1,0,13.0,1,26.0
448,1,1,0,0,1,34.0,0,34.0
449,1,3,2,1,0,5.0,3,15.0
450,1,1,0,0,1,52.0,0,52.0
451,0,2,1,2,1,36.0,3,72.0
452,0,3,1,0,1,25.0,1,75.0
453,0,1,0,0,1,30.0,0,30.0
454,1,1,1,0,1,49.0,1,49.0
455,0,3,0,0,1,25.0,0,75.0
456,1,3,0,0,1,29.0,0,87.0
457,0,1,0,0,1,65.0,0,65.0
458,1,1,1,0,0,35.0,1,35.0
459,1,2,0,0,0,50.0,0,100.0
460,0,3,0,0,1,25.0,0,75.0
461,1,1,0,0,1,48.0,0,48.0
462,0,3,0,0,1,34.0,0,102.0
463,0,1,0,0,1,47.0,0,47.0
464,0,2,0,0,1,48.0,0,96.0
465,0,3,0,0,1,25.0,0,75.0
466,0,3,0,0,1,38.0,0,114.0
467,0,2,0,0,1,30.0,0,60.0
468,0,1,0,0,1,56.0,0,56.0
469,0,3,0,0,1,25.0,0,75.0
470,1,3,2,1,0,0.75,3,2.25
471,0,3,0,0,1,25.0,0,75.0
472,0,3,0,0,1,38.0,0,114.0
473,1,2,1,2,0,33.0,3,66.0
474,1,2,0,0,0,23.0,0,46.0
475,0,3,0,0,0,22.0,0,66.0
476,0,1,0,0,1,40.0,0,40.0
477,0,2,1,0,1,34.0,1,68.0
478,0,3,1,0,1,29.0,1,87.0
479,0,3,0,0,1,22.0,0,66.0
480,1,3,0,1,0,2.0,1,6.0
481,0,3,5,2,1,9.0,7,27.0
482,0,2,0,0,1,30.0,0,60.0
483,0,3,0,0,1,50.0,0,150.0
484,1,3,0,0,0,63.0,0,189.0
485,1,1,1,0,1,25.0,1,25.0
486,0,3,3,1,0,21.5,4,64.5
487,1,1,1,0,0,35.0,1,35.0
488,0,1,0,0,1,58.0,0,58.0
489,0,3,0,0,1,30.0,0,90.0
490,1,3,1,1,1,9.0,2,27.0
491,0,3,1,0,1,25.0,1,75.0
492,0,3,0,0,1,21.0,0,63.0
493,0,1,0,0,1,55.0,0,55.0
494,0,1,0,0,1,71.0,0,71.0
495,0,3,0,0,1,21.0,0,63.0
496,0,3,0,0,1,25.0,0,75.0
497,1,1,1,0,0,54.0,1,54.0
498,0,3,0,0,1,25.0,0,75.0
499,0,1,1,2,0,25.0,3,25.0
500,0,3,0,0,1,24.0,0,72.0
501,0,3,0,0,1,17.0,0,51.0
502,0,3,0,0,0,21.0,0,63.0
503,0,3,0,0,0,21.5,0,64.5
504,0,3,0,0,0,37.0,0,111.0
505,1,1,0,0,0,16.0,0,16.0
506,0,1,1,0,1,18.0,1,18.0
507,1,2,0,2,0,33.0,2,66.0
508,1,1,0,0,1,40.0,0,40.0
509,0,3,0,0,1,28.0,0,84.0
510,1,3,0,0,1,26.0,0,78.0
511,1,3,0,0,1,29.0,0,87.0
512,0,3,0,0,1,25.0,0,75.0
513,1,1,0,0,1,36.0,0,36.0
514,1,1,1,0,0,54.0,1,54.0
515,0,3,0,0,1,24.0,0,72.0
516,0,1,0,0,1,47.0,0,47.0
517,1,2,0,0,0,34.0,0,68.0
518,0,3,0,0,1,25.0,0,75.0
519,1,2,1,0,0,36.0,1,72.0
520,0,3,0,0,1,32.0,0,96.0
521,1,1,0,0,0,30.0,0,30.0
522,0,3,0,0,1,22.0,0,66.0
523,0,3,0,0,1,25.0,0,75.0
524,1,1,0,1,0,44.0,1,44.0
525,0,3,0,0,1,25.0,0,75.0
526,0,3,0,0,1,40.5,0,121.5
527,1,2,0,0,0,50.0,0,100.0
528,0,1,0,0,1,40.0,0,40.0
529,0,3,0,0,1,39.0,0,117.0
530,0,2,2,1,1,23.0,3,46.0
531,1,2,1,1,0,2.0,2,4.0
532,0,3,0,0,1,25.0,0,75.0
533,0,3,1,1,1,17.0,2,51.0
534,1,3,0,2,0,21.5,2,64.5
535,0,3,0,0,0,30.0,0,90.0
536,1,2,0,2,0,7.0,2,14.0
537,0,1,0,0,1,45.0,0,45.0
538,1,1,0,0,0,30.0,0,30.0
539,0,3,0,0,1,25.0,0,75.0
540,1,1,0,2,0,22.0,2,22.0
541,1,1,0,2,0,36.0,2,36.0
542,0,3,4,2,0,9.0,6,27.0
543,0,3,4,2,0,11.0,6,33.0
544,1,2,1,0,1,32.0,1,64.0
545,0,1,1,0,1,50.0,1,50.0
546,0,1,0,0,1,64.0,0,64.0
547,1,2,1,0,0,19.0,1,38.0
548,1,2,0,0,1,30.0,0,60.0
549,0,3,1,1,1,33.0,2,99.0
550,1,2,1,1,1,8.0,2,16.0
551,1,1,0,2,1,17.0,2,17.0
552,0,2,0,0,1,27.0,0,54.0
553,0,3,0,0,1,25.0,0,75.0
554,1,3,0,0,1,22.0,0,66.0
555,1,3,0,0,0,22.0,0,66.0
556,0,1,0,0,1,62.0,0,62.0
557,1,1,1,0,0,48.0,1,48.0
558,0,1,0,0,1,40.0,0,40.0
559,1,1,1,1,0,39.0,2,39.0
560,1,3,1,0,0,36.0,1,108.0
561,0,3,0,0,1,25.0,0,75.0
562,0,3,0,0,1,40.0,0,120.0
563,0,2,0,0,1,28.0,0,56.0
564,0,3,0,0,1,25.0,0,75.0
565,0,3,0,0,0,21.5,0,64.5
566,0,3,2,0,1,24.0,2,72.0
567,0,3,0,0,1,19.0,0,57.0
568,0,3,0,4,0,29.0,4,87.0
569,0,3,0,0,1,25.0,0,75.0
570,1,3,0,0,1,32.0,0,96.0
571,1,2,0,0,1,62.0,0,124.0
572,1,1,2,0,0,53.0,2,53.0
573,1,1,0,0,1,36.0,0,36.0
574,1,3,0,0,0,21.5,0,64.5
575,0,3,0,0,1,16.0,0,48.0
576,0,3,0,0,1,19.0,0,57.0
577,1,2,0,0,0,34.0,0,68.0
578,1,1,1,0,0,39.0,1,39.0
579,0,3,1,0,0,21.5,1,64.5
580,1,3,0,0,1,32.0,0,96.0
581,1,2,1,1,0,25.0,2,50.0
582,1,1,1,1,0,39.0,2,39.0
583,0,2,0,0,1,54.0,0,108.0
584,0,1,0,0,1,36.0,0,36.0
585,0,3,0,0,1,25.0,0,75.0
586,1,1,0,2,0,18.0,2,18.0
587,0,2,0,0,1,47.0,0,94.0
588,1,1,1,1,1,60.0,2,60.0
589,0,3,0,0,1,22.0,0,66.0
590,0,3,0,0,1,25.0,0,75.0
591,0,3,0,0,1,35.0,0,105.0
592,1,1,1,0,0,52.0,1,52.0
593,0,3,0,0,1,47.0,0,141.0
594,0,3,0,2,0,21.5,2,64.5
595,0,2,1,0,1,37.0,1,74.0
596,0,3,1,1,1,36.0,2,108.0
597,1,2,0,0,0,28.0,0,56.0
598,0,3,0,0,1,49.0,0,147.0
599,0,3,0,0,1,25.0,0,75.0
600,1,1,1,0,1,49.0,1,49.0
601,1,2,2,1,0,24.0,3,48.0
602,0,3,0,0,1,25.0,0,75.0
603,0,1,0,0,1,40.0,0,40.0
604,0,3,0,0,1,44.0,0,132.0
605,1,1,0,0,1,35.0,0,35.0
606,0,3,1,0,1,36.0,1,108.0
607,0,3,0,0,1,30.0,0,90.0
608,1,1,0,0,1,27.0,0,27.0
609,1,2,1,2,0,22.0,3,44.0
610,1,1,0,0,0,40.0,0,40.0
611,0,3,1,5,0,39.0,6,117.0
612,0,3,0,0,1,25.0,0,75.0
613,1,3,1,0,0,21.5,1,64.5
614,0,3,0,0,1,25.0,0,75.0
615,0,3,0,0,1,35.0,0,105.0
616,1,2,1,2,0,24.0,3,48.0
617,0,3,1,1,1,34.0,2,102.0
618,0,3,1,0,0,26.0,1,78.0
619,1,2,2,1,0,4.0,3,8.0
620,0,2,0,0,1,26.0,0,52.0
621,0,3,1,0,1,27.0,1,81.0
622,1,1,1,0,1,42.0,1,42.0
623,1,3,1,1,1,20.0,2,60.0
624,0,3,0,0,1,21.0,0,63.0
625,0,3,0,0,1,21.0,0,63.0
626,0,1,0,0,1,61.0,0,61.0
627,0,2,0,0,1,57.0,0,114.0
628,1,1,0,0,0,21.0,0,21.0
629,0,3,0,0,1,26.0,0,78.0
630,0,3,0,0,1,25.0,0,75.0
631,1,1,0,0,1,80.0,0,80.0
632,0,3,0,0,1,51.0,0,153.0
633,1,1,0,0,1,32.0,0,32.0
634,0,1,0,0,1,40.0,0,40.0
635,0,3,3,2,0,9.0,5,27.0
636,1,2,0,0,0,28.0,0,56.0
637,0,3,0,0,1,32.0,0,96.0
638,0,2,1,1,1,31.0,2,62.0
639,0,3,0,5,0,41.0,5,123.0
640,0,3,1,0,1,25.0,1,75.0
641,0,3,0,0,1,20.0,0,60.0
642,1,1,0,0,0,24.0,0,24.0
643,0,3,3,2,0,2.0,5,6.0
644,1,3,0,0,1,25.0,0,75.0
645,1,3,2,1,0,0.75,3,2.25
646,1,1,1,0,1,48.0,1,48.0
647,0,3,0,0,1,19.0,0,57.0
648,1,1,0,0,1,56.0,0,56.0
649,0,3,0,0,1,25.0,0,75.0
650,1,3,0,0,0,23.0,0,69.0
651,0,3,0,0,1,25.0,0,75.0
652,1,2,0,1,0,18.0,1,36.0
653,0,3,0,0,1,21.0,0,63.0
654,1,3,0,0,0,21.5,0,64.5
655,0,3,0,0,0,18.0,0,54.0
656,0,2,2,0,1,24.0,2,48.0
657,0,3,0,0,1,25.0,0,75.0
658,0,3,1,1,0,32.0,2,96.0
659,0,2,0,0,1,23.0,0,46.0
660,0,1,0,2,1,58.0,2,58.0
661,1,1,2,0,1,50.0,2,50.0
662,0,3,0,0,1,40.0,0,120.0
663,0,1,0,0,1,47.0,0,47.0
664,0,3,0,0,1,36.0,0,108.0
665,1,3,1,0,1,20.0,1,60.0
666,0,2,2,0,1,32.0,2,64.0
667,0,2,0,0,1,25.0,0,50.0
668,0,3,0,0,1,25.0,0,75.0
669,0,3,0,0,1,43.0,0,129.0
670,1,1,1,0,0,35.0,1,35.0
671,1,2,1,1,0,40.0,2,80.0
672,0,1,1,0,1,31.0,1,31.0
673,0,2,0,0,1,70.0,0,140.0
674,1,2,0,0,1,31.0,0,62.0
675,0,2,0,0,1,30.0,0,60.0
676,0,3,0,0,1,18.0,0,54.0
677,0,3,0,0,1,24.5,0,73.5
678,1,3,0,0,0,18.0,0,54.0
679,0,3,1,6,0,43.0,7,129.0
680,1,1,0,1,1,36.0,1,36.0
681,0,3,0,0,0,21.5,0,64.5
682,1,1,0,0,1,27.0,0,27.0
683,0,3,0,0,1,20.0,0,60.0
684,0,3,5,2,1,14.0,7,42.0
685,0,2,1,1,1,60.0,2,120.0
686,0,2,1,2,1,25.0,3,50.0
687,0,3,4,1,1,14.0,5,42.0
688,0,3,0,0,1,19.0,0,57.0
689,0,3,0,0,1,18.0,0,54.0
690,1,1,0,1,0,15.0,1,15.0
691,1,1,1,0,1,31.0,1,31.0
692,1,3,0,1,0,4.0,1,12.0
693,1,3,0,0,1,25.0,0,75.0
694,0,3,0,0,1,25.0,0,75.0
695,0,1,0,0,1,60.0,0,60.0
696,0,2,0,0,1,52.0,0,104.0
697,0,3,0,0,1,44.0,0,132.0
698,1,3,0,0,0,21.5,0,64.5
699,0,1,1,1,1,49.0,2,49.0
700,0,3,0,0,1,42.0,0,126.0
701,1,1,1,0,0,18.0,1,18.0
702,1,1,0,0,1,35.0,0,35.0
703,0,3,0,1,0,18.0,1,54.0
704,0,3,0,0,1,25.0,0,75.0
705,0,3,1,0,1,26.0,1,78.0
706,0,2,0,0,1,39.0,0,78.0
707,1,2,0,0,0,45.0,0,90.0
708,1,1,0,0,1,42.0,0,42.0
709,1,1,0,0,0,22.0,0,22.0
710,1,3,1,1,1,25.0,2,75.0
711,1,1,0,0,0,24.0,0,24.0
712,0,1,0,0,1,40.0,0,40.0
713,1,1,1,0,1,48.0,1,48.0
714,0,3,0,0,1,29.0,0,87.0
715,0,2,0,0,1,52.0,0,104.0
716,0,3,0,0,1,19.0,0,57.0
717,1,1,0,0,0,38.0,0,38.0
718,1,2,0,0,0,27.0,0,54.0
719,0,3,0,0,1,25.0,0,75.0
720,0,3,0,0,1,33.0,0,99.0
721,1,2,0,1,0,6.0,1,12.0
722,0,3,1,0,1,17.0,1,51.0
723,0,2,0,0,1,34.0,0,68.0
724,0,2,0,0,1,50.0,0,100.0
725,1,1,1,0,1,27.0,1,27.0
726,0,3,0,0,1,20.0,0,60.0
727,1,2,3,0,0,30.0,3,60.0
728,1,3,0,0,0,21.5,0,64.5
729,0,2,1,0,1,25.0,1,50.0
730,0,3,1,0,0,25.0,1,75.0
731,1,1,0,0,0,29.0,0,29.0
732,0,3,0,0,1,11.0,0,33.0
733,0,2,0,0,1,30.0,0,60.0
734,0,2,0,0,1,23.0,0,46.0
735,0,2,0,0,1,23.0,0,46.0
736,0,3,0,0,1,28.5,0,85.5
737,0,3,1,3,0,48.0,4,144.0
738,1,1,0,0,1,35.0,0,35.0
739,0,3,0,0,1,25.0,0,75.0
740,0,3,0,0,1,25.0,0,75.0
741,1,1,0,0,1,40.0,0,40.0
742,0,1,1,0,1,36.0,1,36.0
743,1,1,2,2,0,21.0,4,21.0
744,0,3,1,0,1,24.0,1,72.0
745,1,3,0,0,1,31.0,0,93.0
746,0,1,1,1,1,70.0,2,70.0
747,0,3,1,1,1,16.0,2,48.0
748,1,2,0,0,0,30.0,0,60.0
749,0,1,1,0,1,19.0,1,19.0
750,0,3,0,0,1,31.0,0,93.0
751,1,2,1,1,0,4.0,2,8.0
752,1,3,0,1,1,6.0,1,18.0
753,0,3,0,0,1,33.0,0,99.0
754,0,3,0,0,1,23.0,0,69.0
755,1,2,1,2,0,48.0,3,96.0
756,1,2,1,1,1,0.67,2,1.34
757,0,3,0,0,1,28.0,0,84.0
758,0,2,0,0,1,18.0,0,36.0
759,0,3,0,0,1,34.0,0,102.0
760,1,1,0,0,0,33.0,0,33.0
761,0,3,0,0,1,25.0,0,75.0
762,0,3,0,0,1,41.0,0,123.0
763,1,3,0,0,1,20.0,0,60.0
764,1,1,1,2,0,36.0,3,36.0
765,0,3,0,0,1,16.0,0,48.0
766,1,1,1,0,0,51.0,1,51.0
767,0,1,0,0,1,40.0,0,40.0
768,0,3,0,0,0,30.5,0,91.5
769,0,3,1,0,1,25.0,1,75.0
770,0,3,0,0,1,32.0,0,96.0
771,0,3,0,0,1,24.0,0,72.0
772,0,3,0,0,1,48.0,0,144.0
773,0,2,0,0,0,57.0,0,114.0
774,0,3,0,0,1,25.0,0,75.0
775,1,2,1,3,0,54.0,4,108.0
776,0,3,0,0,1,18.0,0,54.0
777,0,3,0,0,1,25.0,0,75.0
778,1,3,0,0,0,5.0,0,15.0
779,0,3,0,0,1,25.0,0,75.0
780,1,1,0,1,0,43.0,1,43.0
781,1,3,0,0,0,13.0,0,39.0
782,1,1,1,0,0,17.0,1,17.0
783,0,1,0,0,1,29.0,0,29.0
784,0,3,1,2,1,25.0,3,75.0
785,0,3,0,0,1,25.0,0,75.0
786,0,3,0,0,1,25.0,0,75.0
787,1,3,0,0,0,18.0,0,54.0
788,0,3,4,1,1,8.0,5,24.0
789,1,3,1,2,1,1.0,3,3.0
790,0,1,0,0,1,46.0,0,46.0
791,0,3,0,0,1,25.0,0,75.0
792,0,2,0,0,1,16.0,0,32.0
793,0,3,8,2,0,21.5,10,64.5
794,0,1,0,0,1,40.0,0,40.0
795,0,3,0,0,1,25.0,0,75.0
796,0,2,0,0,1,39.0,0,78.0
797,1,1,0,0,0,49.0,0,49.0
798,1,3,0,0,0,31.0,0,93.0
799,0,3,0,0,1,30.0,0,90.0
800,0,3,1,1,0,30.0,2,90.0
801,0,2,0,0,1,34.0,0,68.0
802,1,2,1,1,0,31.0,2,62.0
803,1,1,1,2,1,11.0,3,11.0
804,1,3,0,1,1,0.42,1,1.26
805,1,3,0,0,1,27.0,0,81.0
806,0,3,0,0,1,31.0,0,93.0
807,0,1,0,0,1,39.0,0,39.0
808,0,3,0,0,0,18.0,0,54.0
809,0,2,0,0,1,39.0,0,78.0
810,1,1,1,0,0,33.0,1,33.0
811,0,3,0,0,1,26.0,0,78.0
812,0,3,0,0,1,39.0,0,117.0
813,0,2,0,0,1,35.0,0,70.0
814,0,3,4,2,0,6.0,6,18.0
815,0,3,0,0,1,30.5,0,91.5
816,0,1,0,0,1,40.0,0,40.0
817,0,3,0,0,0,23.0,0,69.0
818,0,2,1,1,1,31.0,2,62.0
819,0,3,0,0,1,43.0,0,129.0
820,0,3,3,2,1,10.0,5,30.0
821,1,1,1,1,0,52.0,2,52.0
822,1,3,0,0,1,27.0,0,81.0
823,0,1,0,0,1,38.0,0,38.0
824,1,3,0,1,0,27.0,1,81.0
825,0,3,4,1,1,2.0,5,6.0
826,0,3,0,0,1,25.0,0,75.0
827,0,3,0,0,1,25.0,0,75.0
828,1,2,0,2,1,1.0,2,2.0
829,1,3,0,0,1,25.0,0,75.0
830,1,1,0,0,0,62.0,0,62.0
831,1,3,1,0,0,15.0,1,45.0
832,1,2,1,1,1,0.83,2,1.66
833,0,3,0,0,1,25.0,0,75.0
834,0,3,0,0,1,23.0,0,69.0
835,0,3,0,0,1,18.0,0,54.0
836,1,1,1,1,0,39.0,2,39.0
837,0,3,0,0,1,21.0,0,63.0
838,0,3,0,0,1,25.0,0,75.0
839,1,3,0,0,1,32.0,0,96.0
840,1,1,0,0,1,40.0,0,40.0
841,0,3,0,0,1,20.0,0,60.0
842,0,2,0,0,1,16.0,0,32.0
843,1,1,0,0,0,30.0,0,30.0
844,0,3,0,0,1,34.5,0,103.5
845,0,3,0,0,1,17.0,0,51.0
846,0,3,0,0,1,42.0,0,126.0
847,0,3,8,2,1,25.0,10,75.0
848,0,3,0,0,1,35.0,0,105.0
849,0,2,0,1,1,28.0,1,56.0
850,1,1,1,0,0,35.0,1,35.0
851,0,3,4,2,1,4.0,6,12.0
852,0,3,0,0,1,74.0,0,222.0
853,0,3,1,1,0,9.0,2,27.0
854,1,1,0,1,0,16.0,1,16.0
855,0,2,1,0,0,44.0,1,88.0
856,1,3,0,1,0,18.0,1,54.0
857,1,1,1,1,0,45.0,2,45.0
858,1,1,0,0,1,51.0,0,51.0
859,1,3,0,3,0,24.0,3,72.0
860,0,3,0,0,1,25.0,0,75.0
861,0,3,2,0,1,41.0,2,123.0
862,0,2,1,0,1,21.0,1,42.0
863,1,1,0,0,0,48.0,0,48.0
864,0,3,8,2,0,21.5,10,64.5
865,0,2,0,0,1,24.0,0,48.0
866,1,2,0,0,0,42.0,0,84.0
867,1,2,1,0,0,27.0,1,54.0
868,0,1,0,0,1,31.0,0,31.0
869,0,3,0,0,1,25.0,0,75.0
870,1,3,1,1,1,4.0,2,12.0
871,0,3,0,0,1,26.0,0,78.0
872,1,1,1,1,0,47.0,2,47.0
873,0,1,0,0,1,33.0,0,33.0
874,0,3,0,0,1,47.0,0,141.0
875,1,2,1,0,0,28.0,1,56.0
876,1,3,0,0,0,15.0,0,45.0
877,0,3,0,0,1,20.0,0,60.0
878,0,3,0,0,1,19.0,0,57.0
879,0,3,0,0,1,25.0,0,75.0
880,1,1,0,1,0,56.0,1,56.0
881,1,2,0,1,0,25.0,1,50.0
882,0,3,0,0,1,33.0,0,99.0
883,0,3,0,0,0,22.0,0,66.0
884,0,2,0,0,1,28.0,0,56.0
885,0,3,0,0,1,25.0,0,75.0
886,0,3,0,5,0,39.0,5,117.0
887,0,2,0,0,1,27.0,0,54.0
888,1,1,0,0,0,19.0,0,19.0
889,0,3,1,2,0,21.5,3,64.5
890,1,1,0,0,1,26.0,0,26.0
891,0,3,0,0,1,32.0,0,96.0
